unique_transaction_id,transaction_status,obligatedamount,baseandexercisedoptionsvalue,baseandalloptionsvalue,maj_agency_cat,mod_agency,maj_fund_agency_cat,contractingofficeagencyid,contractingofficeid,fundingrequestingagencyid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,contractactiontype,reasonformodification,typeofcontractpricing,priceevaluationpercentdifference,subcontractplan,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogramcode,contingencyhumanitarianpeacekeepingoperation,contractfinancing,costorpricingdata,costaccountingstandardsclause,descriptionofcontractrequirement,purchasecardaspaymentmethod,numberofactions,nationalinterestactioncode,progsourceagency,progsourceaccount,progsourcesubacct,account_title,rec_flag,typeofidc,multipleorsingleawardidc,programacronym,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingasbusinessname,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,vendor_cd,congressionaldistrict,vendorsitecode,vendoralternatesitecode,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,locationcode,statecode,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,psc_cat,productorservicecode,systemequipmentcode,claimantprogramcode,principalnaicscode,informationtechnologycommercialitemcategory,gfe_gfp,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundling,consolidatedcontract,countryoforigin,placeofmanufacture,manufacturingorganizationtype,agencyid,piid,modnumber,transactionnumber,fiscal_year,idvagencyid,idvpiid,idvmodificationnumber,solicitationid,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedures,commercialitemtestprogram,smallbusinesscompetitivenessdemonstrationprogram,a76action,competitiveprocedures,solicitationprocedures,typeofsetaside,localareasetaside,evaluatedpreference,fedbizopps,research,statutoryexceptiontofairopportunity,organizationaltype,numberofemployees,annualrevenue,firm8aflag,hubzoneflag,sdbflag,issbacertifiedsmalldisadvantagedbusiness,shelteredworkshopflag,hbcuflag,educationalinstitutionflag,womenownedflag,veteranownedflag,srdvobflag,localgovernmentflag,minorityinstitutionflag,aiobflag,stategovernmentflag,federalgovernmentflag,minorityownedbusinessflag,apaobflag,tribalgovernmentflag,baobflag,naobflag,saaobflag,nonprofitorganizationflag,isothernotforprofitorganization,isforprofitorganization,isfoundation,haobflag,ishispanicservicinginstitution,emergingsmallbusinessflag,hospitalflag,contractingofficerbusinesssizedetermination,is1862landgrantcollege,is1890landgrantcollege,is1994landgrantcollege,isveterinarycollege,isveterinaryhospital,isprivateuniversityorcollege,isschoolofforestry,isstatecontrolledinstitutionofhigherlearning,isserviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,isairportauthority,iscouncilofgovernments,ishousingauthoritiespublicortribal,isinterstateentity,isplanningcommission,isportauthority,istransitauthority,issubchapterscorporation,islimitedliabilitycorporation,isforeignownedandlocated,isarchitectureandengineering,isdotcertifieddisadvantagedbusinessenterprise,iscitylocalgovernment,iscommunitydevelopedcorporationownedfirm,iscommunitydevelopmentcorporation,isconstructionfirm,ismanufacturerofgoods,iscorporateentitynottaxexempt,iscountylocalgovernment,isdomesticshelter,isfederalgovernmentagency,isfederallyfundedresearchanddevelopmentcorp,isforeigngovernment,isindiantribe,isintermunicipallocalgovernment,isinternationalorganization,islaborsurplusareafirm,islocalgovernmentowned,ismunicipalitylocalgovernment,isnativehawaiianownedorganizationorfirm,isotherbusinessororganization,isotherminorityowned,ispartnershiporlimitedliabilitypartnership,isschooldistrictlocalgovernment,issmallagriculturalcooperative,issoleproprietorship,istownshiplocalgovernment,istriballyownedfirm,istribalcollege,isalaskannativeownedcorporationorfirm,iscorporateentitytaxexempt,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,interagencycontractingauthority
d5b80d1aeb237f59541f4e1176a5ff63,active,2145.0,2145,2145,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",BK800: AMERICAN EMBASSY - SARAJEVO,"1900: STATE, DEPARTMENT OF",EUR: BUREAU OF EUROPEAN AND EURASIAN AFFAIRS,Not Applicable,01/13/2011,01/13/2011,01/13/2011,01/13/2011,,BPA Call Blanket Purchase Agreement,: ,J: Firm Fixed Price,,: ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,"BPA DELIVEY ORDER , PURCHASE OF OFFICE SUPPLIES FOR DECEMBER 2010.",N: No,1,NONE: NONE,19,6166,008,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,11/11/2010,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,BIH: BOSNIA AND HERZEGOVINA,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,423420: OFFICE EQUIPMENT MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SBK80010A0004017,0,0,2011,1900,SBK80010A0004,0,,F: COMPETED UNDER SAP,: ,1,A: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
7b6d3bc74dc25a200d53d32b93ec93ab,active,4411.76,4411.76,4411.76,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",RB100: AMERICAN EMBASSY - BELGRADE,"1900: STATE, DEPARTMENT OF",EUR: BUREAU OF EUROPEAN AND EURASIAN AFFAIRS,Foreign Funds non-FMS,12/14/2010,12/14/2010,12/16/2010,12/21/2010,,PO Purchase Order,: ,J: Firm Fixed Price,,A: PLAN NOT INCLUDED - NO SUBCONTRACTING POSSIBILITIES ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,Z: NOT APPLICABLE,: ,,"PHOTOCOPY PAPER, SIZE: A4, FOR WAREHOUSE STOCK",N: No,1,NONE: NONE,19,4519,001,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,10/14/2011,MISCELLANEOUS FOREIGN CONTRACTORS,,DC: DISTRICT OF COLUMBIA,DC: DISTRICT OF COLUMBIA,USA: UNITED STATES,205215070,DC00,DC00,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,C: JUSTIFICATION - PRICE,A: FAR 52.223-4 INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SRB10011M0139,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
8b0290108e6c45d45c3b6b2eb3b38daf,active,18000.0,18000,18000,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",IZ100: AMERICAN EMBASSY - BAGHDAD,"1900: STATE, DEPARTMENT OF",NEA: BUREAU OF NEAR EASTERN AFFAIRS,Not Applicable,08/11/2011,08/11/2011,08/24/2011,08/24/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,GSO/EXPSUPP: LETTER SIZE COPIER PAPER,N: No,1,NONE: NONE,19,3220,000,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,IRQ: IRAQ,098702014,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,424110: PRINTING AND WRITING PAPER MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,H: MFG OUTSIDE U.S. - COMMERCIAL INFORMATION TECHNOLOGY,O: Other Foreign Entity (e.g. Foreign Government),"1900: STATE, DEPARTMENT OF",SIZ10011M0293,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
4989403e4b92caf8b5c633d74e4aa54a,active,10160.0,10160,10160,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",7200: AGENCY FOR INTERNATIONAL DEVELOPMENT,"1900: STATE, DEPARTMENT OF",NP400: AMERICAN EMBASSY- KATHMANDU,7200: AGENCY FOR INTERNATIONAL DEVELOPMENT,72000: AGENCY FOR INTERNATIONAL DEVELOPMENT,Not Applicable,09/07/2011,09/07/2011,09/30/2011,10/30/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,B,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,Z: NOT APPLICABLE,: ,,USAID/IRM - DESKTOP COMPUTERS,N: No,1,NONE: NONE,72,1000,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,NPL: NEPAL,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,O: Other Foreign Entity (e.g. Foreign Government),"1900: STATE, DEPARTMENT OF",SNP40011M2086,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
6852fcd36b3061f74422828b03e94cd4,active,6851.85,6851.85,6851.85,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",KU200: AMERICAN EMBASSY- KUWAIT,"1900: STATE, DEPARTMENT OF",NEA: BUREAU OF NEAR EASTERN AFFAIRS,Not Applicable,09/30/2011,09/30/2011,11/15/2011,11/15/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,B,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,XEROX WC 7120 COLOR COPIEER FOR CONSULAR,N: No,1,NONE: NONE,19,0113,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,KWT: KUWAIT,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,423420: OFFICE EQUIPMENT MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,D: MFG IN U.S.,A: U.S. Owned Business,"1900: STATE, DEPARTMENT OF",SKU20011M2889,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,4,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,N,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
f556913603982b33c78f23aa0cf8aabb,active,21296.0,21296,21296,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",KU200: AMERICAN EMBASSY- KUWAIT,"1900: STATE, DEPARTMENT OF",NEA: BUREAU OF NEAR EASTERN AFFAIRS,Not Applicable,09/28/2011,09/28/2011,12/31/2011,12/31/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,CUTTING HEAD FOR INTIMUS 007SE SHREDDER MACHINE,N: No,1,NONE: NONE,19,0120,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,KWT: KUWAIT,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,423420: OFFICE EQUIPMENT MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,D: MFG IN U.S.,O: Other Foreign Entity (e.g. Foreign Government),"1900: STATE, DEPARTMENT OF",SKU20011M3009,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,1,A: ,N: No,: NO,Yes,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
4ea3a8e56af7e913a00cfd0f3658eba2,active,10702.68,10702.68,10702.68,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",TZ200: AMERICAN EMBASSY- DAR ES SALAAM,"1900: STATE, DEPARTMENT OF",MED: OFFICE OF MEDICAL SERVICES,Not Applicable,10/28/2010,10/28/2010,11/09/2010,12/30/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,CDC - TONER CARTRIDGE,N: No,1,NONE: NONE,75,1031,001,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,TZA: TANZANIA,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",STZ20011M0041,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
e4544145369ad72a203ab88d7f2eb55d,active,1054.93,1054.93,1054.93,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",MA100: AMERICAN EMBASSY- ANTANANARIVO,"1900: STATE, DEPARTMENT OF",AF: BUREAU OF AFRICAN AFFAIRS,Not Applicable,09/30/2011,09/30/2011,11/29/2011,12/30/2011,,PO Purchase Order,D: CHANGE ORDER,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,GSO/PROPERTY: OFFICE SUPPLIES,N: No,1,NONE: NONE,19,4519,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,NJ: NEW JERSEY,NJ: NEW JERSEY,USA: UNITED STATES,070365774,NJ10,NJ10,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,D: MFG IN U.S.,B: Other U.S. Entity (e.g. Government),"1900: STATE, DEPARTMENT OF",SMA10011M1142,1,0,2011,,,0,,F: COMPETED UNDER SAP,: ,1,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
4d6c8c8c84ce2140add315f2659abe7f,active,848.88,848.88,848.88,4700: GENERAL SERVICES ADMINISTRATION,4732: FEDERAL ACQUISITION SERVICE,4700: GENERAL SERVICES ADMINISTRATION,4732: FEDERAL ACQUISITION SERVICE,CR000: GSA/FAS ADMIN SVCS ACQUISITION BR(2QSAA),4732: FEDERAL ACQUISITION SERVICE,4730AA: FAS,Not Applicable,09/20/2011,09/20/2011,10/23/2011,10/23/2011,,BPA Call Blanket Purchase Agreement,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,"BOX, CASH, STEEL: - SEE ATTACHED DOCUMENT FOR DE TAIL.",N: No,1,NONE: NONE,47,4534,001,,,,: ,,"SUMMIT TRAVELWARE, INC.",CAMPUS DEPOT,"SUMMIT TRAVELWARE, INC.",,,,,,,8525 TELFAIR AVE,,,SUN VALLEY,CA,913523928,UNITED STATES,CA,CA28,CA28,193567856,913523928,193567856,193567856,,,09/25/2001,12/20/2008,SUMMIT TRAVELWARE  INC.,,CA: CALIFORNIA,CA: CALIFORNIA,USA: UNITED STATES,913523928,CA28,CA28,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,USA: UNITED STATES,D: MFG IN U.S.,A: U.S. Owned Business,4732: FEDERAL ACQUISITION SERVICE,GSNWN1AK0D,0,0,2011,4730,GS02FSUMMM,0,,F: COMPETED UNDER SAP,: ,2,D: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,,,,CORPORATE NOT TAX EXEMPT,18,7799110,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,N: No,N: No,,X: Not Applicable
e2ab0e6dbc7d9452e7267da714128f17,active,10011.0,10011,10011,4700: GENERAL SERVICES ADMINISTRATION,4732: FEDERAL ACQUISITION SERVICE,4700: GENERAL SERVICES ADMINISTRATION,4732: FEDERAL ACQUISITION SERVICE,CR000: GSA/FAS ADMIN SVCS ACQUISITION BR(2QSAA),4732: FEDERAL ACQUISITION SERVICE,4730AA: FAS,Not Applicable,06/15/2011,06/15/2011,06/28/2011,06/28/2011,,BPA Call Blanket Purchase Agreement,: ,A: Fixed Price Redetermination,,: ,X,N: No,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,STAPLES,N: No,1,NONE: NONE,47,4534,001,,,,: ,,"SUMMIT TRAVELWARE, INC.",CAMPUS DEPOT,"SUMMIT TRAVELWARE, INC.",,,,,,,8525 TELFAIR AVE,,,SUN VALLEY,CA,913523928,UNITED STATES,CA,CA28,CA28,193567856,913523928,193567856,193567856,,,09/25/2001,12/20/2008,SUMMIT TRAVELWARE  INC.,,CA: CALIFORNIA,CA: CALIFORNIA,USA: UNITED STATES,913523928,CA28,CA28,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,USA: UNITED STATES,D: MFG IN U.S.,: ,4732: FEDERAL ACQUISITION SERVICE,GSSWN1ABFE,0,0,2011,4730,GS02FSUMTR,0,,F: COMPETED UNDER SAP,: ,3,D: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,,,,CORPORATE NOT TAX EXEMPT,18,7799110,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
